STATEFP,COUNTYFP,COUSUBFP,Place,Population,Area,Density,State,lat,lon,poi_count,poke_score,visible_stops,estimated_gyms,area_km2,stationary_cluster_score,cluster_grade
33,15,9300,"Candia town, Rockingham County, New Hampshire",4013,30.51207189010687,131.52171423996813,New Hampshire,43.0433943,-71.334903,3,394.56514271990443,3,1,79.02596107465789,0.03796220835790686,D
33,13,37540,"Hopkinton town, Merrimack County, New Hampshire",5914,45.0045745490883,131.4088636378367,New Hampshire,43.2082255,-71.7462642,2,262.8177272756734,2,1,116.56139803639319,0.01715833915594898,D
33,17,48660,"Milton town, Strafford County, New Hampshire",4482,34.210757618504935,131.01142190360736,New Hampshire,43.4631691,-70.9916078,2,262.0228438072147,2,1,88.60552012435159,0.022571957110495387,D
33,11,4900,"Bennington town, Hillsborough County, New Hampshire",1501,11.566677063839837,129.7693358010729,New Hampshire,43.0013003,-71.9245599,1,129.7693358010729,1,0,29.957577928574537,0.03338053571567836,D
50,7,59275,"Richmond town, Chittenden County, Vermont",4167,32.786505414060194,127.0949723788806,Vermont,44.3957337,-73.0033857,6,762.5698342732836,5,1,84.91672115736175,0.05888121834961513,D
33,19,11380,"Charlestown town, Sullivan County, New Hampshire",4806,37.97069021382095,126.57130994818375,New Hampshire,43.2507692,-72.3572961,0,0.0,0,0,98.34370794689411,0.0,D
33,13,12420,"Chichester town, Merrimack County, New Hampshire",2665,21.25449612524921,125.3852354012816,New Hampshire,43.262106,-71.3740385,5,626.926177006408,4,1,55.0489324194342,0.07266262621630533,D
50,11,24925,"Fairfax town, Franklin County, Vermont",5014,40.19738512624423,124.7344817144944,Vermont,44.6652883,-73.0087203,7,873.1413720014607,6,2,104.11082550312128,0.057630894491563875,D
50,21,82300,"West Rutland town, Rutland County, Vermont",2214,17.9486546383985,123.35186366912832,Vermont,43.5932378,-73.0459832,9,1110.166773022155,8,2,46.48683602690573,0.17209172926653357,D
33,1,47140,"Meredith town, Belknap County, New Hampshire",6662,54.464504754718455,122.31819659432132,New Hampshire,43.5708833,-71.5821935,0,0.0,0,0,141.06252266967323,0.0,D
33,19,31220,"Grantham town, Sullivan County, New Hampshire",3404,27.9967761597005,121.58542757147276,New Hampshire,43.5363454,-72.181633,0,0.0,0,0,72.51137028586268,0.0,D
33,5,77380,"Troy town, Cheshire County, New Hampshire",2130,17.584405937430876,121.1300516820984,New Hampshire,42.8271722,-72.1828403,7,847.9103617746888,6,2,45.543435533886594,0.13174236703192274,D
33,13,43380,"Loudon town, Merrimack County, New Hampshire",5576,46.63181094089321,119.5750258781006,New Hampshire,43.2834737,-71.4651863,2,239.1500517562012,2,1,120.77592401880399,0.016559591791561152,D
50,7,33475,"Hinesburg town, Chittenden County, Vermont",4698,39.57742587161013,118.70403131422432,Vermont,44.3293,-73.1106673,7,830.9282191995703,6,2,102.50513723321151,0.05853365169737082,D
33,3,78180,"Wakefield town, Carroll County, New Hampshire",5201,44.79970416131311,116.09451663503027,New Hampshire,43.6422128,-71.0123276,1,116.09451663503027,1,0,116.03078578075933,0.008618402377188967,D
50,11,61750,"St. Albans town, Franklin County, Vermont",6988,60.58730136324008,115.33770019074994,Vermont,44.8078225,-73.1393015,3,346.0131005722498,3,1,156.92050465777817,0.01911796043826512,D
50,25,60250,"Rockingham town, Windham County, Vermont",4832,41.9259111374412,115.25092404455503,Vermont,43.134063,-72.444534,20,2305.018480891101,18,2,108.58769058686131,0.16576464517036085,D
33,9,42580,"Littleton town, Grafton County, New Hampshire",6005,53.884801562731184,111.44144222205487,New Hampshire,44.3114688,-71.7667016,15,1671.6216333308232,14,2,139.56109719945812,0.10031448792632706,D
33,15,71140,"South Hampton town, Rockingham County, New Hampshire",894,8.034910793778288,111.26445867852765,New Hampshire,42.98454,-71.08897,5,556.3222933926382,4,1,20.810338606777826,0.1922121535637685,D
33,3,86420,"Wolfeboro town, Carroll County, New Hampshire",6416,58.33199521796997,109.99109452754436,New Hampshire,43.5798003,-71.2411796,11,1209.902039802988,10,2,151.07928429459002,0.06619041152260799,D
50,25,74800,"Vernon town, Windham County, Vermont",2192,19.964323069060416,109.79585896388534,Vermont,42.7620504,-72.5138672,1,109.79585896388534,1,0,51.707397105635785,0.01933959270773284,D
33,1,3220,"Barnstead town, Belknap County, New Hampshire",4915,44.85627892845397,109.57217400577196,New Hampshire,43.3398138,-71.2592321,2,219.1443480115439,2,1,116.17731386190648,0.017215064916867407,D
50,11,71725,"Swanton town, Franklin County, Vermont",6701,61.34550901063883,109.23375008328452,Vermont,44.9181593,-73.1242364,9,983.1037507495607,8,2,158.88425488246443,0.050351118843827834,D
33,15,57460,"Nottingham town, Rockingham County, New Hampshire",5229,48.34803243188468,108.15331538810598,New Hampshire,43.1197251,-71.1020146,1,108.15331538810598,1,0,125.220920518257,0.007985886031353695,D
50,3,42850,"Manchester town, Bennington County, Vermont",4484,41.74304617066853,107.41908919792156,Vermont,43.1887298,-73.0436017,13,1396.4481595729803,12,2,108.11407215156977,0.1109938767561792,D
50,11,27700,"Georgia town, Franklin County, Vermont",4845,45.119699883606266,107.3810333955784,Vermont,44.7212117,-73.1651096,1,107.3810333955784,1,0,116.85957150154138,0.008557279366601219,D
50,23,76975,"Waterbury town, Washington County, Vermont",5331,49.6524862846556,107.36622471305068,Vermont,44.3379214,-72.7563801,16,1717.859595408811,14,2,128.59944295239515,0.10886516829767692,D
50,15,46675,"Morristown town, Lamoille County, Vermont",5434,51.26607358676824,105.99602465757224,Vermont,44.5615499,-72.5982955,8,847.9681972605779,7,2,132.77861792899387,0.05271933169046387,D
50,21,11950,"Castleton town, Rutland County, Vermont",4458,42.26495834924545,105.47744926571278,Vermont,43.6111275,-73.1807089,12,1265.7293911885533,11,2,109.4658194749622,0.10048798842195666,D
33,9,24340,"Enfield town, Grafton County, New Hampshire",4465,43.070183734862006,103.66800447117492,New Hampshire,43.6427933,-72.1439565,6,622.0080268270495,5,1,111.55134517145524,0.04482240884065507,D
50,21,7750,"Brandon town, Rutland County, Vermont",4129,40.0595230290466,103.07162162180812,Vermont,43.7982806,-73.087913,14,1443.0027027053136,13,2,103.7537640500004,0.12529665905648607,D
33,5,45460,"Marlborough town, Cheshire County, New Hampshire",2096,20.609282478496443,101.7017454240316,New Hampshire,42.9046272,-72.2029493,5,508.508727120158,4,1,53.377835526481,0.07493747096612002,D
50,17,58075,"Randolph town, Orange County, Vermont",4774,48.02103966837967,99.41475721825174,Vermont,43.9253287,-72.6659422,14,1391.8066010555244,13,2,124.37401253070665,0.1045234429241433,D
33,5,78420,"Walpole town, Cheshire County, New Hampshire",3633,36.605182315482494,99.24824219393082,New Hampshire,43.0806903,-72.4076889,5,496.2412109696541,4,1,94.8070561452765,0.042190952473734084,D
33,17,47700,"Middleton town, Strafford County, New Hampshire",1823,18.470177166172817,98.6996488230081,New Hampshire,43.5137282,-71.0415906,3,296.0989464690243,3,1,47.83757415861593,0.0627122100726271,D
50,25,57700,"Putney town, Windham County, Vermont",2617,26.728246332126275,97.91139932942296,Vermont,42.9751766,-72.5215973,1,97.91139932942296,1,0,69.22589071774372,0.014445462378769851,D
33,13,19460,"Dunbarton town, Merrimack County, New Hampshire",3005,31.269283828271817,96.10069794061155,New Hampshire,43.1131537,-71.6181487,3,288.30209382183466,3,1,80.98713242238571,0.037042921637891794,D
50,17,7375,"Bradford town, Orange County, Vermont",2790,29.81679104073237,93.57143752285796,Vermont,43.9924278,-72.1294525,8,748.5715001828637,7,2,77.22519062758643,0.09064399767890577,D
33,15,17460,"Deerfield town, Rockingham County, New Hampshire",4855,52.00267342227728,93.36058476409367,New Hampshire,43.1332017,-71.2432182,4,373.4423390563747,4,1,134.68640413696394,0.02969861750806236,D
50,1,9025,"Bristol town, Addison County, Vermont",3782,41.342097566866855,91.48060264438638,Vermont,44.1332662,-73.0785227,5,457.40301322193193,4,1,107.07561927720947,0.037356776706043114,D
33,9,34820,"Haverhill town, Grafton County, New Hampshire",4585,52.25408519745963,87.74433582894115,New Hampshire,43.94074,-71.82055,0,0.0,0,0,135.33755812056845,0.0,D
50,17,84175,"Williamstown town, Orange County, Vermont",3515,40.34556000774276,87.1223500014731,Vermont,44.1224482,-72.5413894,2,174.2447000029462,2,1,104.49459696445366,0.019139745576322458,D
33,7,30260,"Gorham town, Coos County, New Hampshire",2698,32.24498062047005,83.67193740185506,New Hampshire,44.3878135,-71.176057,7,585.7035618129854,6,2,83.51417735721122,0.07184408911000206,D
50,3,63550,"Shaftsbury town, Bennington County, Vermont",3598,43.17548614283372,83.3343251329481,Vermont,42.936393,-73.2671128,6,500.00595079768857,5,1,111.82407735507789,0.044713089687504155,D
33,17,73860,"Strafford town, Strafford County, New Hampshire",4230,51.12415664618217,82.73975117623552,New Hampshire,43.275003,-71.1303655,4,330.95900470494206,4,1,132.41105447204535,0.030208958126260378,D
50,23,21925,"East Montpelier town, Washington County, Vermont",2598,31.91047853109511,81.41526293528891,Vermont,44.2728747,-72.5572642,17,1384.0594698999114,15,2,82.64782029075101,0.1814929897392421,D
50,27,52900,"Norwich town, Windsor County, Vermont",3612,44.63777086892112,80.91801919514852,Vermont,43.7136654,-72.3081535,35,2832.130671830198,32,2,115.61138017279701,0.2767893606336299,D
50,19,17350,"Derby town, Orleans County, Vermont",4579,57.34051369682189,79.85627795751317,Vermont,44.952632,-72.1318717,5,399.28138978756584,4,1,148.5113570696317,0.026933967064381087,D
50,7,13300,"Charlotte town, Chittenden County, Vermont",3912,50.27605620081206,77.81039913661354,Vermont,44.3340405,-73.2800988,1,77.81039913661354,1,0,130.2144827995412,0.007679637306853577,D
50,23,5650,"Berlin town, Washington County, Vermont",2849,36.66784712442787,77.69749858322103,Vermont,44.2100604,-72.5759414,2,155.39499716644207,2,1,94.96935737379694,0.021059424379677033,D
50,15,35050,"Hyde Park town, Lamoille County, Vermont",3020,38.98679475077278,77.4621258122313,Vermont,44.5935986,-72.6170954,9,697.1591323100818,8,2,100.97540853655399,0.07922721102043305,D
50,21,14500,"Clarendon town, Rutland County, Vermont",2412,31.39566677482276,76.82588865843944,Vermont,43.5182261,-72.9711607,1,76.82588865843944,1,0,81.31446299012319,0.012297935240886538,D
50,15,37075,"Johnson town, Lamoille County, Vermont",3491,45.65560497508086,76.46377705224607,Vermont,44.6323977,-72.6849328,12,917.5653246269528,11,2,118.24756032940968,0.09302517505948205,D
50,27,32425,"Hartland town, Windsor County, Vermont",3446,45.37290713965599,75.94840659853138,Vermont,43.5408824,-72.3990809,8,607.587252788251,7,2,117.51537576263762,0.059566673335912125,D
50,5,31825,"Hardwick town, Caledonia County, Vermont",2920,38.60613095654508,75.63565495042073,Vermont,44.5043429,-72.3659998,3,226.9069648512622,3,1,99.98949311614219,0.030003152396375972,D
33,5,12260,"Chesterfield town, Cheshire County, New Hampshire",3552,47.45884756430237,74.84378956289166,New Hampshire,42.8873875,-72.4699331,2,149.68757912578332,2,1,122.91794060306748,0.01627101780413403,D
33,5,85540,"Winchester town, Cheshire County, New Hampshire",4150,55.459891019626525,74.82885241392503,New Hampshire,42.91932,-72.25118,28,2095.207867589901,25,2,143.64056314192248,0.17404554433067088,D
33,11,1700,"Antrim town, Hillsborough County, New Hampshire",2651,36.44873137136517,72.73229822431287,New Hampshire,43.029888,-71.9383976,1,72.73229822431287,1,0,94.40184976452207,0.01059301276928811,D
50,15,70525,"Stowe town, Lamoille County, Vermont",5223,72.58575962655452,71.95626286577065,Vermont,44.4643768,-72.6856197,14,1007.3876801207891,13,2,187.99639157517993,0.06915026342301515,D
33,7,84420,"Whitefield town, Coos County, New Hampshire",2490,34.66648830047824,71.82729264116577,New Hampshire,44.3703899,-71.6155988,8,574.6183411293262,7,2,89.78585803335564,0.0779632801125483,D
50,23,75325,"Waitsfield town, Washington County, Vermont",1844,25.80780689316858,71.45124758695066,Vermont,44.1924801,-72.8223267,10,714.5124758695066,9,2,66.84196177523768,0.13464595833173387,D
33,1,1060,"Alton town, Belknap County, New Hampshire",5894,83.02186568127416,70.9933455678702,New Hampshire,43.4802929,-71.2825071,1,70.9933455678702,1,0,215.02580189584324,0.004650604677127966,D
50,3,57025,"Pownal town, Bennington County, Vermont",3258,46.929614087164325,69.42311509207771,Vermont,42.7953571,-73.2242746,3,208.26934527623314,3,1,121.54723118961472,0.024681763382334677,D
50,21,56875,"Poultney town, Rutland County, Vermont",3020,43.63943282765339,69.20346586370594,Vermont,43.5172045,-73.2363024,16,1107.255453819295,14,2,113.02569462929398,0.12386563998494093,D
33,9,8980,"Canaan town, Grafton County, New Hampshire",3794,55.016208485654175,68.9614952471563,New Hampshire,43.6506258,-72.0659488,4,275.8459809886252,4,1,142.49142981575946,0.028071863726625353,D
50,27,85975,"Woodstock town, Windsor County, Vermont",3005,44.267716205389775,67.88242668895869,Vermont,43.6247646,-72.5189791,20,1357.6485337791737,18,2,114.65294229479746,0.15699553487007875,D
50,27,60850,"Royalton town, Windsor County, Vermont",2750,40.95040845691788,67.15439732165686,Vermont,43.8203029,-72.5212589,9,604.3895758949118,8,2,106.06114839933272,0.07542818572809581,D
33,13,80020,"Webster town, Merrimack County, New Hampshire",1913,28.740423001068507,66.56130287048589,New Hampshire,43.3134519,-71.720045,0,0.0,0,0,74.43740816853742,0.0,D
50,25,81400,"Westminster town, Windham County, Vermont",3016,45.37784965587772,66.46414545580704,Vermont,43.0678903,-72.4586472,6,398.7848727348422,5,1,117.52817683022673,0.04254298956090047,D
33,1,28980,"Gilmanton town, Belknap County, New Hampshire",3945,59.50038322901047,66.30209396830482,New Hampshire,43.4204938,-71.4066758,3,198.90628190491447,3,1,154.1053975593048,0.019467196136627868,D
50,21,55600,"Pittsford town, Rutland County, Vermont",2862,43.48279119024205,65.81914181816046,Vermont,43.70636,-73.0277504,12,789.8297018179255,11,2,112.61999435481499,0.09767359750830695,D
33,15,51620,"Newington town, Rockingham County, New Hampshire",811,12.3519170136591,65.65782453874758,New Hampshire,43.0988083,-70.847595,21,1378.8143153136991,19,2,31.991341546206932,0.5939106983855994,D
33,3,49380,"Moultonborough town, Carroll County, New Hampshire",4918,74.93454157159009,65.63061435828627,New Hampshire,43.6636644,-71.349476,0,0.0,0,0,194.0797133250026,0.0,D
33,5,26500,"Fitzwilliam town, Cheshire County, New Hampshire",2351,35.97256166818855,65.35536784079098,New Hampshire,42.7794828,-72.1446025,7,457.48757488553684,6,2,93.16857499499164,0.06439939647378459,D
50,27,77500,"Weathersfield town, Windsor County, Vermont",2842,43.97337929514898,64.63001128306556,Vermont,43.4065066,-72.4076233,3,193.89003384919667,3,1,113.8906126406429,0.026341064732576764,D
50,19,3550,"Barton town, Orleans County, Vermont",2872,44.55329745871301,64.46211983886147,Vermont,44.7484736,-72.1806582,6,386.7727190331688,5,1,115.39259488509211,0.04333033679482637,D
33,11,31540,"Greenfield town, Hillsborough County, New Hampshire",1716,26.71078743956326,64.24370692487746,New Hampshire,42.91531,-71.71601,1,64.24370692487746,1,0,69.18067236059444,0.014454904323387344,D
33,1,10660,"Center Harbor town, Belknap County, New Hampshire",1040,16.211519674227024,64.15191301611198,New Hampshire,43.7078882,-71.4607714,4,256.6076520644479,4,1,41.98767384105125,0.09526605391721438,D
33,9,8660,"Campton town, Grafton County, New Hampshire",3343,52.43264206731767,63.75799250604157,New Hampshire,43.94074,-71.82055,0,0.0,0,0,135.80001862793208,0.0,D
33,7,40420,"Lancaster town, Coos County, New Hampshire",3218,50.97909936640307,63.12390842512156,New Hampshire,44.5040607,-71.5412226,9,568.1151758260941,8,2,132.03535756799027,0.06058983099190291,D
33,3,45060,"Madison town, Carroll County, New Hampshire",2565,40.79299478243231,62.87844306799042,New Hampshire,43.8947337,-71.1565676,1,62.87844306799042,1,0,105.65344855655185,0.009464906386512713,D
50,17,72400,"Thetford town, Orange County, Vermont",2775,44.30532134088029,62.63355994304734,Vermont,43.8286805,-72.2462023,2,125.26711988609468,2,1,114.75033921966653,0.01742914237640205,D
33,1,51540,"New Hampton town, Belknap County, New Hampshire",2377,38.30147019551622,62.06028092045054,New Hampshire,43.6241984,-71.6281805,5,310.30140460225266,4,1,99.20042479168504,0.04032240797758438,D
33,11,76260,"Temple town, Hillsborough County, New Hampshire",1382,22.432811135647626,61.60618888302793,New Hampshire,42.91531,-71.71601,1,61.60618888302793,1,0,58.10075651321599,0.017211479850052093,D
33,17,51220,"New Durham town, Strafford County, New Hampshire",2693,43.75275314431225,61.550412407592304,New Hampshire,43.4345243,-71.1636774,4,246.20164963036922,4,1,113.31919311623727,0.035298521724356054,D
50,27,41275,"Ludlow town, Windsor County, Vermont",2172,35.33159854647193,61.474716382932726,Vermont,43.3961459,-72.7011648,8,491.7977310634618,7,2,91.50848691937682,0.07649563702399889,D
50,7,73975,"Underhill town, Chittenden County, Vermont",3129,51.18531933458598,61.13080939373433,Vermont,44.5085867,-72.893819,2,122.26161878746866,2,1,132.56946522338433,0.015086430322623147,D
33,11,17780,"Deering town, Hillsborough County, New Hampshire",1904,31.173373893864444,61.07776484132011,New Hampshire,43.0740882,-71.846245,1,61.07776484132011,1,0,80.73872665136996,0.012385630062237701,D
33,1,67300,"Sanbornton town, Belknap County, New Hampshire",3026,49.5554021179743,61.06296933674635,New Hampshire,43.4919731,-71.5905305,3,183.18890801023906,3,1,128.34799593153227,0.02337395280874009,D
33,9,42020,"Lisbon town, Grafton County, New Hampshire",1621,26.61092787302094,60.91482445613723,New Hampshire,43.94074,-71.82055,0,0.0,0,0,68.9220370818455,0.0,D
50,15,11500,"Cambridge town, Lamoille County, Vermont",3839,63.41326127423536,60.53938754857536,Vermont,44.6449462,-72.8766075,3,181.6181626457261,3,1,164.23971256765682,0.018265984231823237,D
33,11,46260,"Mason town, Hillsborough County, New Hampshire",1448,23.94898498549801,60.461852595290246,New Hampshire,42.7436132,-71.7680649,5,302.30926297645124,4,1,62.02763162258999,0.06448738885176507,D
50,25,18325,"Dummerston town, Windham County, Vermont",1865,30.865521587491067,60.42340786995909,Vermont,42.9324443,-72.5865272,5,302.11703934979545,4,1,79.94139225638598,0.05003665669433555,D
50,13,29275,"Grand Isle town, Grand Isle County, Vermont",2086,35.056960890604515,59.50316134103516,Vermont,44.7221373,-73.2952091,3,178.50948402310547,3,1,90.79717813705678,0.033040674408091754,D
33,13,1460,"Andover town, Merrimack County, New Hampshire",2406,40.96698654482286,58.73021676533478,New Hampshire,43.29765,-71.68019,0,0.0,0,0,106.10408548122575,0.0,D
50,23,55825,"Plainfield town, Washington County, Vermont",1236,21.127736347200813,58.50129799465034,Vermont,44.2780796,-72.425448,12,702.0155759358041,11,2,54.72062586188663,0.2010210926271878,D
50,3,1450,"Arlington town, Bennington County, Vermont",2457,42.03537798252814,58.45076499659986,Vermont,43.0737649,-73.1540374,14,818.310709952398,13,2,108.87120862096805,0.11940714321689146,D
50,11,24050,"Enosburgh town, Franklin County, Vermont",2810,48.09250720847439,58.42906022385228,Vermont,44.9066695,-72.804578,2,116.85812044770456,2,1,124.55911274487657,0.01605663331992757,D
33,3,58740,"Ossipee town, Carroll County, New Hampshire",4372,75.13380531335575,58.18951910882165,New Hampshire,43.7404069,-71.1316681,2,116.3790382176433,2,1,194.59580442353825,0.010277713879416409,D
33,7,56100,"Northumberland town, Coos County, New Hampshire",2126,36.6989598354415,57.93079720877663,New Hampshire,44.5995918,-71.5102774,4,231.72318883510653,4,1,95.04993898419512,0.042083141165036614,D
50,11,33025,"Highgate town, Franklin County, Vermont",3472,59.94153663384704,57.9231063295677,Vermont,44.9387324,-73.0447397,4,231.6924253182708,4,1,155.2479804662975,0.025765230491151883,D
50,1,45550,"Monkton town, Addison County, Vermont",2079,36.13128485357411,57.540162449948006,Vermont,44.254499,-73.1242887,5,287.70081224974,4,1,93.5796664579084,0.04274432845728486,D
33,13,50900,"Newbury town, Merrimack County, New Hampshire",2172,38.03237384797641,57.10924089781911,New Hampshire,43.29765,-71.68019,0,0.0,0,0,98.50346794252042,0.0,D
33,9,36900,"Holderness town, Grafton County, New Hampshire",2004,35.656610897201745,56.20276155177916,New Hampshire,43.94074,-71.82055,0,0.0,0,0,92.35026565764353,0.0,D
33,11,44580,"Lyndeborough town, Hillsborough County, New Hampshire",1702,30.49902586957711,55.805061029760665,New Hampshire,42.91531,-71.71601,1,55.805061029760665,1,0,78.99217201194601,0.012659482256656644,D
33,11,33700,"Hancock town, Hillsborough County, New Hampshire",1731,31.20014677102188,55.4805082393946,New Hampshire,42.91531,-71.71601,1,55.4805082393946,1,0,80.80806813547896,0.012375001940690472,D
50,11,64600,"Sheldon town, Franklin County, Vermont",2136,39.34735915307749,54.28572707230687,Vermont,44.8810313,-72.9462172,5,271.42863536153436,4,1,101.90926673287916,0.039250601326419644,D
50,11,59125,"Richford town, Franklin County, Vermont",2346,43.256645538945065,54.23444122332224,Vermont,44.9965604,-72.671942,14,759.2821771265114,13,2,112.03427937941233,0.11603591393643498,D
50,27,83050,"West Windsor town, Windsor County, Vermont",1344,24.822831963650504,54.143701329811854,Vermont,43.4686825,-72.4709245,10,541.4370132981186,9,2,64.29088655753516,0.13998873684757365,D
50,27,13675,"Chester town, Windsor County, Vermont",3005,55.77695603366296,53.87529570789769,Vermont,43.2629706,-72.5945649,4,215.50118283159077,4,1,144.46175835762674,0.027688988736366323,D
50,25,84700,"Wilmington town, Windham County, Vermont",2255,41.924878687267615,53.78667918924313,Vermont,42.868519,-72.871024,9,484.0801127031882,8,2,108.58501655123624,0.07367498992114783,D
50,25,40225,"Londonderry town, Windham County, Vermont",1919,35.76955128426341,53.6489816366316,Vermont,43.193006,-72.8150391,3,160.9469449098948,3,1,92.64278013072938,0.03238244789034464,D
33,9,7540,"Bridgewater town, Grafton County, New Hampshire",1160,21.6628729731726,53.54783741918947,New Hampshire,43.6934622,-71.7062144,1,53.54783741918947,1,0,56.1066243717873,0.017823207352015296,D
33,13,9860,"Canterbury town, Merrimack County, New Hampshire",2389,44.62399183433354,53.536223493163874,New Hampshire,43.3376272,-71.5654323,3,160.60867047949162,3,1,115.57569261100551,0.025957015114736418,D
33,9,76740,"Thornton town, Grafton County, New Hampshire",2708,50.59574697355847,53.52228521134812,New Hampshire,43.9182819,-71.6863397,2,107.04457042269624,2,1,131.0424787040467,0.015262226567897167,D
50,25,30925,"Guilford town, Windham County, Vermont",2120,39.76126028622189,53.31822947107701,Vermont,42.8177217,-72.5752194,9,479.8640652396931,8,2,102.98126652871183,0.0776840319571089,D
33,3,32500,"Hale's location, Carroll County, New Hampshire",132,2.483258002708093,53.155974874962105,New Hampshire,44.0461597,-71.1631704,7,372.0918241247347,6,2,6.431613394433933,0.9328918938430812,D
33,11,27140,"Francestown town, Hillsborough County, New Hampshire",1610,30.322146741527565,53.09650446995006,New Hampshire,42.9882585,-71.8136563,1,53.09650446995006,1,0,78.53405683908898,0.012733329210904424,D
33,13,78580,"Warner town, Merrimack County, New Hampshire",2937,55.37672399806578,53.03672351767477,New Hampshire,43.3261601,-71.8572934,0,0.0,0,0,143.42516138775036,0.0,D
33,5,19140,"Dublin town, Cheshire County, New Hampshire",1532,28.93997275005708,52.93716111038765,New Hampshire,42.9056755,-72.0608148,6,317.6229666623259,5,1,74.95424002292033,0.06670736703448724,D
50,7,80350,"Westford town, Chittenden County, Vermont",2062,39.00079734049,52.87071394971879,Vermont,44.5366901,-73.0316744,0,0.0,0,0,101.0116751038957,0.0,D
50,21,77950,"Wells town, Rutland County, Vermont",1214,23.17369682271657,52.38698034618056,Vermont,43.4171691,-73.2035181,6,314.32188207708333,5,1,60.01964303386768,0.08330606027061202,D
33,5,75300,"Surry town, Cheshire County, New Hampshire",820,15.973346916523768,51.33551561143043,New Hampshire,43.0198007,-72.321914,4,205.34206244572172,4,1,41.370808780327394,0.09668653134724492,D
33,7,13780,"Colebrook town, Coos County, New Hampshire",2084,40.628426209193336,51.29413552150922,New Hampshire,44.6896,-71.30542,0,0.0,0,0,105.22721759754864,0.0,D
50,25,17875,"Dover town, Windham County, Vermont",1798,35.48736808422684,50.66591570647252,Vermont,42.9395022,-72.8531357,7,354.66140994530764,6,2,91.91192846446665,0.06527988369126225,D
50,7,34600,"Huntington town, Chittenden County, Vermont",1934,38.33459846356505,50.450508874852616,Vermont,44.3161539,-72.9852327,3,151.35152662455783,3,1,99.28622667464884,0.030215671402547137,D
